country_name,sport,BRONZE,GOLD,SILVER,TOTAL
Belgium,Judo,1,0,0,1
Belgium,Sailing,0,0,0,0
Belgium,Shooting,0,0,0,0
Belgium,Skateboarding,0,0,0,0
Belgium,Swimming,0,0,0,0
Belgium,Taekwondo,0,0,0,0
Belgium,Tennis,0,0,0,0
Belgium,Triathlon,0,0,0,0
Belgium,Weightlifting,0,0,0,0
Belize,Canoe Sprint,0,0,0,0
Benin,Athletics,0,0,0,0
Benin,Judo,0,0,0,0
Benin,Rowing,0,0,0,0
Bermuda,Rowing,0,0,0,0
Bermuda,Triathlon,0,1,0,1
Bhutan,Archery,0,0,0,0
Bhutan,Judo,0,0,0,0
Bhutan,Shooting,0,0,0,0
Bolivia,Athletics,0,0,0,0
Bolivia,Tennis,0,0,0,0
Bosnia and Herzegovina,Athletics,0,0,0,0
Bosnia and Herzegovina,Judo,0,0,0,0
Bosnia and Herzegovina,Shooting,0,0,0,0
Bosnia and Herzegovina,Taekwondo,0,0,0,0
Botswana,Athletics,0,0,0,0
Botswana,Boxing,0,0,0,0
Brazil,Archery,0,0,0,0
Brazil,Artistic Gymnastics,0,1,1,2
Brazil,Athletics,2,0,0,2
Brazil,Badminton,0,0,0,0
Brazil,Boxing,1,1,1,3
Brazil,Canoe Slalom,0,0,0,0
Brazil,Canoe Sprint,0,1,0,1
Brazil,Cycling BMX Racing,0,0,0,0
Brazil,Cycling Mountain Bike,0,0,0,0
Brazil,Diving,0,0,0,0
Brazil,Equestrian,0,0,0,0
Brazil,Fencing,0,0,0,0
Brazil,Judo,2,0,0,2
Brazil,Marathon Swimming,0,1,0,1
Brazil,Modern Pentathlon,0,0,0,0
Brazil,Rowing,0,0,0,0
Brazil,Sailing,0,0,0,0
Brazil,Shooting,0,0,0,0
Brazil,Skateboarding,0,0,3,3
Brazil,Surfing,0,0,0,0
Brazil,Swimming,2,0,0,2
Brazil,Table Tennis,0,0,0,0
Brazil,Taekwondo,0,0,0,0
Brazil,Tennis,0,0,0,0
Brazil,Triathlon,0,0,0,0
Brazil,Weightlifting,0,0,0,0
Brazil,Wrestling,0,0,0,0
Bulgaria,Athletics,0,0,0,0
Bulgaria,Badminton,0,0,0,0
Bulgaria,Boxing,0,1,0,1
Bulgaria,Canoe Sprint,0,0,0,0
Bulgaria,Judo,0,0,0,0
Bulgaria,Karate,0,1,0,1
Bulgaria,Rhythmic Gymnastics,0,0,0,0
Bulgaria,Shooting,0,0,1,1
Bulgaria,Swimming,0,0,0,0
Bulgaria,Table Tennis,0,0,0,0
Bulgaria,Weightlifting,0,0,0,0
Bulgaria,Wrestling,2,0,0,2
Burkina Faso,Athletics,1,0,0,1
Burkina Faso,Cycling Road,0,0,0,0
Burkina Faso,Judo,0,0,0,0
Burkina Faso,Taekwondo,0,0,0,0
Burundi,Athletics,0,0,0,0
Burundi,Boxing,0,0,0,0
Cameroon,Boxing,0,0,0,0
Cameroon,Judo,0,0,0,0
Cameroon,Table Tennis,0,0,0,0
Cameroon,Weightlifting,0,0,0,0
Cameroon,Wrestling,0,0,0,0
Canada,Archery,0,0,0,0
Canada,Artistic Gymnastics,0,0,0,0
Canada,Athletics,2,2,1,5
Canada,Badminton,0,0,0,0
Canada,Boxing,0,0,0,0
Canada,Canoe Slalom,0,0,0,0
Canada,Canoe Sprint,0,0,1,1
Canada,Cycling BMX Racing,0,0,0,0
Canada,Cycling Mountain Bike,0,0,0,0
Canada,Cycling Road,0,0,0,0
Canada,Cycling Track,1,1,0,2
Canada,Diving,0,0,0,0
Canada,Equestrian,0,0,0,0
Canada,Fencing,0,0,0,0
Canada,Golf,0,0,0,0
Canada,Judo,2,0,0,2
Canada,Karate,0,0,0,0
Canada,Marathon Swimming,0,0,0,0
Canada,Rowing,0,0,0,0
Canada,Sailing,0,0,0,0
Canada,Shooting,0,0,0,0
Canada,Skateboarding,0,0,0,0
Canada,Sport Climbing,0,0,0,0
Canada,Swimming,1,1,2,4
Canada,Table Tennis,0,0,0,0
Canada,Taekwondo,0,0,0,0
Canada,Tennis,0,0,0,0
Canada,Trampoline Gymnastics,0,0,0,0
Canada,Triathlon,0,0,0,0
Canada,Weightlifting,0,1,0,1
Canada,Wrestling,0,0,0,0
Cape Verde,Boxing,0,0,0,0
Cape Verde,Judo,0,0,0,0
Chad,Archery,0,0,0,0
Chad,Judo,0,0,0,0
Chile,Archery,0,0,0,0
Chile,Canoe Sprint,0,0,0,0
Chile,Cycling BMX Freestyle,0,0,0,0
Chile,Cycling Mountain Bike,0,0,0,0
Chile,Cycling Road,0,0,0,0
Chile,Equestrian,0,0,0,0
Chile,Fencing,0,0,0,0
Chile,Golf,0,0,0,0
Chile,Judo,0,0,0,0
Chile,Modern Pentathlon,0,0,0,0
Chile,Sailing,0,0,0,0
Chile,Shooting,0,0,0,0
Chile,Skateboarding,0,0,0,0
Chile,Table Tennis,0,0,0,0
Chile,Tennis,0,0,0,0
Chile,Triathlon,0,0,0,0
Chile,Wrestling,0,0,0,0
Chinese Taipei,Archery,0,0,0,0
Chinese Taipei,Artistic Gymnastics,0,0,1,1
Chinese Taipei,Badminton,0,0,1,1
Chinese Taipei,Boxing,1,0,0,1
Chinese Taipei,Canoe Slalom,0,0,0,0
Chinese Taipei,Cycling Road,0,0,0,0
Chinese Taipei,Equestrian,0,0,0,0
Chinese Taipei,Golf,1,0,0,1
Chinese Taipei,Judo,0,0,1,1
Chinese Taipei,Karate,1,0,0,1
Chinese Taipei,Rowing,0,0,0,0
Chinese Taipei,Shooting,0,0,0,0
Chinese Taipei,Table Tennis,0,0,0,0
Chinese Taipei,Taekwondo,1,0,0,1
Chinese Taipei,Tennis,0,0,0,0
Chinese Taipei,Weightlifting,1,1,0,2
Colombia,Archery,0,0,0,0
Colombia,Athletics,0,0,2,2
Colombia,Boxing,0,0,0,0
Colombia,Cycling BMX Racing,1,0,1,2
Colombia,Cycling Road,0,0,0,0
Colombia,Cycling Track,0,0,0,0
Colombia,Diving,0,0,0,0
Colombia,Equestrian,0,0,0,0
Colombia,Fencing,0,0,0,0
Colombia,Golf,0,0,0,0
Colombia,Judo,0,0,0,0
Colombia,Shooting,0,0,0,0
Colombia,Skateboarding,0,0,0,0
Colombia,Taekwondo,0,0,0,0
Colombia,Tennis,0,0,0,0
Colombia,Weightlifting,0,0,1,1
Colombia,Wrestling,0,0,0,0
Comoros,Judo,0,0,0,0
Cook Islands,Canoe Slalom,0,0,0,0
Cook Islands,Canoe Sprint,0,0,0,0
Costa Rica,Athletics,0,0,0,0
Costa Rica,Cycling BMX Freestyle,0,0,0,0
Costa Rica,Cycling Road,0,0,0,0
Costa Rica,Judo,0,0,0,0
Costa Rica,Surfing,0,0,0,0
Costa Rica,Taekwondo,0,0,0,0
Croatia,Artistic Gymnastics,0,0,1,1
Croatia,Athletics,0,0,0,0
Croatia,Boxing,0,0,0,0
Croatia,Canoe Slalom,0,0,0,0
Croatia,Canoe Sprint,0,0,0,0
Croatia,Cycling Road,0,0,0,0
Croatia,Judo,0,0,0,0
Croatia,Karate,0,0,0,0
Croatia,Rowing,1,0,0,1
Croatia,Sailing,0,0,1,1
Croatia,Shooting,0,0,0,0
Croatia,Table Tennis,0,0,0,0
Croatia,Taekwondo,1,1,0,2
Croatia,Tennis,0,0,0,0
Croatia,Wrestling,0,0,0,0
Cuba,Athletics,2,0,1,3
Cuba,Boxing,1,4,0,5
Cuba,Canoe Sprint,0,0,0,0
Cuba,Cycling Road,0,0,0,0
Cuba,Judo,0,0,1,1
Cuba,Modern Pentathlon,0,0,0,0
Cuba,Rowing,0,0,0,0
Cuba,Shooting,0,0,1,1
Cuba,Table Tennis,0,0,0,0
Cuba,Taekwondo,1,0,0,1
Cuba,Weightlifting,0,0,0,0
Cuba,Wrestling,1,2,0,3
Cyprus,Cycling Road,0,0,0,0
Cyprus,Sailing,0,0,0,0
Cyprus,Shooting,0,0,0,0
Czech Republic,Archery,0,0,0,0
Czech Republic,Athletics,1,0,1,2
Czech Republic,Canoe Slalom,0,1,1,2
Czech Republic,Canoe Sprint,0,0,0,0
Czech Republic,Cycling Mountain Bike,0,0,0,0
Czech Republic,Cycling Road,0,0,0,0
Czech Republic,Cycling Track,0,0,0,0
Czech Republic,Equestrian,0,0,0,0
Czech Republic,Fencing,1,0,0,1
Czech Republic,Golf,0,0,0,0
Czech Republic,Judo,0,1,0,1
Czech Republic,Marathon Swimming,0,0,0,0
Czech Republic,Modern Pentathlon,0,0,0,0
Czech Republic,Rowing,0,0,0,0
Czech Republic,Sailing,0,0,0,0
Czech Republic,Shooting,0,1,1,2
Czech Republic,Sport Climbing,0,0,0,0
Czech Republic,Swimming,0,0,0,0
Czech Republic,Table Tennis,0,0,0,0
Czech Republic,Tennis,0,0,1,1
Czech Republic,Triathlon,0,0,0,0
Czech Republic,Wrestling,0,0,0,0
C̫te d'Ivoire,Athletics,0,0,0,0
C̫te d'Ivoire,Judo,0,0,0,0
C̫te d'Ivoire,Rowing,0,0,0,0
C̫te d'Ivoire,Taekwondo,1,0,0,1
Democratic Republic of the Congo,Boxing,0,0,0,0
Democratic Republic of the Congo,Judo,0,0,0,0
Democratic Republic of the Congo,Taekwondo,0,0,0,0
Denmark,Archery,0,0,0,0
Denmark,Athletics,0,0,0,0
Denmark,Badminton,0,1,0,1
Denmark,Canoe Sprint,2,0,0,2
Denmark,Cycling BMX Racing,0,0,0,0
Denmark,Cycling Mountain Bike,0,0,0,0
Denmark,Cycling Road,0,0,0,0
Denmark,Cycling Track,0,0,0,0
Denmark,Equestrian,0,0,0,0
Denmark,Golf,0,0,0,0
Denmark,Judo,0,0,0,0
Denmark,Rowing,0,0,0,0
Denmark,Sailing,0,1,0,1
Denmark,Shooting,0,0,1,1
Denmark,Skateboarding,0,0,0,0
Denmark,Swimming,1,0,0,1
Denmark,Table Tennis,0,0,0,0
Denmark,Wrestling,0,0,0,0
Djibouti,Judo,0,0,0,0
Dominica,Athletics,0,0,0,0
Dominican Republic,Athletics,0,0,1,1
Dominican Republic,Boxing,0,0,0,0
Dominican Republic,Diving,0,0,0,0
Dominican Republic,Equestrian,0,0,0,0
Dominican Republic,Judo,0,0,0,0
Dominican Republic,Rowing,0,0,0,0
Dominican Republic,Taekwondo,0,0,0,0
Dominican Republic,Weightlifting,1,0,1,2
Ecuador,Archery,0,0,0,0
Ecuador,Athletics,0,0,0,0
Ecuador,Boxing,0,0,0,0
Ecuador,Cycling BMX Racing,0,0,0,0
Ecuador,Cycling Road,0,1,0,1
Ecuador,Equestrian,0,0,0,0
Ecuador,Golf,0,0,0,0
Ecuador,Judo,0,0,0,0
Ecuador,Marathon Swimming,0,0,0,0
Ecuador,Modern Pentathlon,0,0,0,0
Ecuador,Shooting,0,0,0,0
Ecuador,Surfing,0,0,0,0
Ecuador,Table Tennis,0,0,0,0
Ecuador,Triathlon,0,0,0,0
Ecuador,Weightlifting,0,1,1,2
Ecuador,Wrestling,0,0,0,0
Egypt,Archery,0,0,0,0
Egypt,Athletics,0,0,0,0
Egypt,Badminton,0,0,0,0
Egypt,Boxing,0,0,0,0
Egypt,Canoe Sprint,0,0,0,0
Egypt,Cycling Track,0,0,0,0
Egypt,Diving,0,0,0,0
Egypt,Equestrian,0,0,0,0
Egypt,Fencing,0,0,0,0
Egypt,Judo,0,0,0,0
Egypt,Karate,1,1,0,2
Egypt,Modern Pentathlon,0,0,1,1
Egypt,Rowing,0,0,0,0
Egypt,Sailing,0,0,0,0
Egypt,Shooting,0,0,0,0
Egypt,Table Tennis,0,0,0,0
Egypt,Taekwondo,2,0,0,2
Egypt,Tennis,0,0,0,0
Egypt,Triathlon,0,0,0,0
Egypt,Wrestling,1,0,0,1
El Salvador,Boxing,0,0,0,0
El Salvador,Sailing,0,0,0,0
Eritrea,Athletics,0,0,0,0
Eritrea,Cycling Road,0,0,0,0
Estonia,Archery,0,0,0,0
Estonia,Athletics,0,0,0,0
Estonia,Badminton,0,0,0,0
Estonia,Cycling Mountain Bike,0,0,0,0
Estonia,Cycling Road,0,0,0,0
Estonia,Equestrian,0,0,0,0
Estonia,Fencing,1,0,0,1
Estonia,Judo,0,0,0,0
Estonia,Sailing,0,0,0,0
Estonia,Shooting,0,0,0,0
Estonia,Tennis,0,0,0,0
Estonia,Triathlon,0,0,0,0
Estonia,Wrestling,0,0,0,0
Eswatini,Boxing,0,0,0,0
Ethiopia,Athletics,2,1,1,4
Ethiopia,Cycling Road,0,0,0,0
Ethiopia,Taekwondo,0,0,0,0
Fiji,Judo,0,0,0,0
Fiji,Sailing,0,0,0,0
Fiji,Table Tennis,0,0,0,0
Finland,Archery,0,0,0,0
Finland,Athletics,0,0,0,0
Finland,Badminton,0,0,0,0
Finland,Boxing,1,0,0,1
Finland,Equestrian,0,0,0,0
Finland,Golf,0,0,0,0
Finland,Sailing,0,0,0,0
Finland,Shooting,0,0,0,0
Finland,Skateboarding,0,0,0,0
Finland,Swimming,1,0,0,1
Finland,Wrestling,0,0,0,0
France,Archery,0,0,0,0
France,Artistic Gymnastics,0,0,0,0
France,Athletics,0,0,1,1
France,Badminton,0,0,0,0
France,Boxing,0,0,0,0
France,Canoe Slalom,0,0,0,0
France,Canoe Sprint,0,0,0,0
France,Cycling BMX Freestyle,0,0,0,0
France,Cycling BMX Racing,0,0,0,0
France,Cycling Mountain Bike,0,0,0,0
France,Cycling Road,0,0,0,0
France,Cycling Track,0,0,0,0
France,Diving,0,0,0,0
France,Equestrian,0,0,0,0
France,Fencing,1,1,0,2
France,Golf,0,0,0,0
France,Judo,3,1,3,7
France,Karate,0,1,0,1
France,Marathon Swimming,0,0,0,0
France,Modern Pentathlon,0,0,0,0
France,Sailing,0,0,2,2
France,Shooting,0,1,0,1
France,Skateboarding,0,0,0,0
France,Sport Climbing,0,0,0,0
France,Surfing,0,0,0,0
France,Swimming,0,0,1,1
France,Table Tennis,0,0,0,0
France,Taekwondo,1,0,0,1
France,Tennis,0,0,0,0
France,Triathlon,0,0,0,0
France,Weightlifting,0,0,0,0
France,Wrestling,0,0,0,0
Gabon,Judo,0,0,0,0
Gabon,Taekwondo,0,0,0,0
Gambia,Judo,0,0,0,0
Georgia,Boxing,0,0,0,0
Georgia,Fencing,0,0,0,0
Georgia,Judo,0,1,3,4
Georgia,Karate,0,0,0,0
Georgia,Shooting,0,0,0,0
Georgia,Tennis,0,0,0,0
Georgia,Weightlifting,1,1,0,2
Georgia,Wrestling,0,0,2,2
Germany,Archery,0,0,0,0
Germany,Artistic Gymnastics,0,0,1,1
Germany,Athletics,0,1,2,3
Germany,Badminton,0,0,0,0
Germany,Boxing,0,0,0,0
Germany,Canoe Slalom,3,1,0,4
Germany,Canoe Sprint,0,0,0,0
Germany,Cycling BMX Freestyle,0,0,0,0
Germany,Cycling Mountain Bike,0,0,0,0
Germany,Cycling Road,0,0,0,0
Germany,Cycling Track,0,0,0,0
Germany,Diving,0,0,0,0
Germany,Equestrian,0,2,1,3
Germany,Fencing,0,0,0,0
Germany,Golf,0,0,0,0
Germany,Judo,1,0,1,2
Germany,Karate,0,0,0,0
Germany,Marathon Swimming,0,1,0,1
Germany,Modern Pentathlon,0,0,0,0
Germany,Rowing,0,0,0,0
Germany,Sailing,0,0,0,0
Germany,Shooting,0,0,0,0
Germany,Skateboarding,0,0,0,0
Germany,Sport Climbing,0,0,0,0
Germany,Swimming,2,0,0,2
Germany,Table Tennis,1,0,0,1
Germany,Taekwondo,0,0,0,0
Germany,Tennis,0,1,0,1
Germany,Triathlon,0,0,0,0
Germany,Weightlifting,0,0,0,0
Germany,Wrestling,2,1,0,3
Ghana,Boxing,1,0,0,1
Ghana,Judo,0,0,0,0
Ghana,Weightlifting,0,0,0,0
Great Britain,Archery,0,0,0,0
Great Britain,Artistic Gymnastics,0,1,0,1
Great Britain,Athletics,2,0,2,4
Great Britain,Badminton,0,0,0,0
Great Britain,Boxing,2,2,2,6
Great Britain,Canoe Slalom,0,0,1,1
Great Britain,Canoe Sprint,1,0,0,1
Great Britain,Cycling BMX Freestyle,1,1,0,2
Great Britain,Cycling BMX Racing,0,1,1,2
Great Britain,Cycling Mountain Bike,0,1,0,1
Great Britain,Cycling Road,0,0,0,0
Great Britain,Cycling Track,1,2,0,3
Great Britain,Diving,2,0,0,2
Great Britain,Equestrian,1,1,1,3
Great Britain,Fencing,0,0,0,0
Great Britain,Golf,0,0,0,0
Great Britain,Judo,1,0,0,1
Great Britain,Marathon Swimming,0,0,0,0
Great Britain,Modern Pentathlon,0,2,0,2
Great Britain,Rowing,0,0,0,0
Great Britain,Sailing,1,1,0,2
Great Britain,Shooting,1,0,0,1
Great Britain,Skateboarding,1,0,0,1
Great Britain,Sport Climbing,0,0,0,0
Great Britain,Swimming,1,2,2,5
Great Britain,Table Tennis,0,0,0,0
Great Britain,Taekwondo,1,0,2,3
Great Britain,Tennis,0,0,0,0
Great Britain,Trampoline Gymnastics,1,0,0,1
Great Britain,Triathlon,0,0,2,2
Great Britain,Weightlifting,0,0,1,1
Greece,Archery,0,0,0,0
Greece,Artistic Gymnastics,1,0,0,1
Greece,Athletics,0,1,0,1
Greece,Cycling Mountain Bike,0,0,0,0
Greece,Cycling Road,0,0,0,0
Greece,Cycling Track,0,0,0,0
Greece,Fencing,0,0,0,0
Greece,Judo,0,0,0,0
Greece,Marathon Swimming,0,0,0,0
Greece,Rowing,0,1,0,1
Greece,Sailing,0,0,0,0
Greece,Shooting,0,0,0,0
Greece,Swimming,0,0,0,0
Greece,Table Tennis,0,0,0,0
Greece,Taekwondo,0,0,0,0
Greece,Tennis,0,0,0,0
Greece,Weightlifting,0,0,0,0
Greece,Wrestling,0,0,0,0
Grenada,Athletics,1,0,0,1
Guam,Judo,0,0,0,0
Guam,Wrestling,0,0,0,0
Guatemala,Athletics,0,0,0,0
Guatemala,Badminton,0,0,0,0
Guatemala,Cycling Road,0,0,0,0
Guatemala,Judo,0,0,0,0
Guatemala,Modern Pentathlon,0,0,0,0
Guatemala,Sailing,0,0,0,0
Guatemala,Shooting,0,0,0,0
Guatemala,Swimming,0,0,0,0
Guatemala,Weightlifting,0,0,0,0
Guinea,Judo,0,0,0,0
Guinea,Wrestling,0,0,0,0
Guinea-Bissau,Judo,0,0,0,0
Guinea-Bissau,Wrestling,0,0,0,0
Guyana,Boxing,0,0,0,0
Guyana,Table Tennis,0,0,0,0
Haiti,Boxing,0,0,0,0
Haiti,Judo,0,0,0,0
Haiti,Taekwondo,0,0,0,0
Honduras,Athletics,0,0,0,0
Honduras,Judo,0,0,0,0
Honduras,Taekwondo,0,0,0,0
"Hong Kong, China",Athletics,0,0,0,0
"Hong Kong, China",Badminton,0,0,0,0
"Hong Kong, China",Cycling Road,0,0,0,0
"Hong Kong, China",Cycling Track,1,0,0,1
"Hong Kong, China",Equestrian,0,0,0,0
"Hong Kong, China",Fencing,0,1,0,1
"Hong Kong, China",Golf,0,0,0,0
"Hong Kong, China",Karate,1,0,0,1
"Hong Kong, China",Marathon Swimming,0,0,0,0
"Hong Kong, China",Rowing,0,0,0,0
"Hong Kong, China",Sailing,0,0,0,0
"Hong Kong, China",Swimming,0,0,2,2
"Hong Kong, China",Table Tennis,0,0,0,0
"Hong Kong, China",Triathlon,0,0,0,0
Hungary,Archery,0,0,0,0
Hungary,Artistic Gymnastics,0,0,0,0
Hungary,Athletics,0,0,0,0
Hungary,Badminton,0,0,0,0
Hungary,Boxing,0,0,0,0
Hungary,Canoe Sprint,0,2,2,4
Hungary,Cycling Mountain Bike,0,0,0,0
Hungary,Cycling Road,0,0,0,0
Hungary,Fencing,0,1,1,2
Hungary,Judo,1,0,0,1
Hungary,Karate,1,0,0,1
Hungary,Marathon Swimming,0,0,1,1
Hungary,Modern Pentathlon,1,0,0,1
Hungary,Rowing,0,0,0,0
Hungary,Sailing,0,0,1,1
Hungary,Shooting,0,0,0,0
Hungary,Swimming,0,1,1,2
Hungary,Table Tennis,0,0,0,0
Hungary,Taekwondo,0,0,0,0
Hungary,Triathlon,0,0,0,0
Hungary,Weightlifting,0,0,0,0
Hungary,Wrestling,0,1,1,2
Iceland,Shooting,0,0,0,0
India,Archery,0,0,0,0
India,Athletics,0,1,0,1
India,Badminton,1,0,0,1
India,Boxing,1,0,0,1
India,Equestrian,0,0,0,0
India,Fencing,0,0,0,0
India,Golf,0,0,0,0
India,Judo,0,0,0,0
India,Sailing,0,0,0,0
India,Shooting,0,0,0,0
India,Table Tennis,0,0,0,0
India,Tennis,0,0,0,0
India,Weightlifting,0,0,1,1
India,Wrestling,1,0,1,2
Indonesia,Archery,0,0,0,0
Indonesia,Badminton,1,0,0,1
Indonesia,Shooting,0,0,0,0
Indonesia,Weightlifting,2,0,1,3
Iraq,Rowing,0,0,0,0
Iraq,Shooting,0,0,0,0
Ireland,Artistic Gymnastics,0,0,0,0
Ireland,Athletics,0,0,0,0
Ireland,Badminton,0,0,0,0
Ireland,Boxing,1,1,0,2
Ireland,Canoe Slalom,0,0,0,0
Ireland,Cycling Road,0,0,0,0
Ireland,Cycling Track,0,0,0,0
Ireland,Diving,0,0,0,0
Ireland,Equestrian,0,0,0,0
Ireland,Golf,0,0,0,0
Ireland,Judo,0,0,0,0
Ireland,Modern Pentathlon,0,0,0,0
Ireland,Rowing,0,0,0,0
Ireland,Sailing,0,0,0,0
Ireland,Shooting,0,0,0,0
Ireland,Swimming,0,0,0,0
Ireland,Taekwondo,0,0,0,0
Ireland,Triathlon,0,0,0,0
Islamic Republic of Iran,Archery,0,0,0,0
Islamic Republic of Iran,Badminton,0,0,0,0
Islamic Republic of Iran,Boxing,0,0,0,0
Islamic Republic of Iran,Canoe Sprint,0,0,0,0
Islamic Republic of Iran,Cycling Road,0,0,0,0
Islamic Republic of Iran,Fencing,0,0,0,0
Islamic Republic of Iran,Karate,0,1,0,1
Islamic Republic of Iran,Rowing,0,0,0,0
Islamic Republic of Iran,Shooting,0,1,0,1
Islamic Republic of Iran,Table Tennis,0,0,0,0
Islamic Republic of Iran,Taekwondo,0,0,0,0
